"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5455","first test with allure","chromium","2025-12-13","passed","2025-12-13","","testing\allure\01testallure.spec.ts","",""
